Key,Name,Address Line 1,City,State,Zip,latitude,longitude,Address Validity,BI Qualification,BI Plan,BI Service Level,BI Availability,BI Reason,4G LTE,L600,L700,L1900,L2100,L2500,Covlall,5G,NR600,NR1900,NR2500,Roaming Only,Roaming,NearestSite,Tower Distance,DistToSite_Mi,DirectionDegrees,Technician Tablets,Fixed Wireless,Trucks,Hexbins,Sample Count,Avg Ookla Download (Mbps),Min Ookla Download (Mbps),Max Ookla Download (Mbps),Avg Ookla Upload (Mbps),Min Ookla Upload (Mbps),Max Ookla Upload (Mbps),Avg Ookla Latency (ms),Min Ookla Latency (ms),Max Ookla Latency (ms),Hexbins - VZ,Sample Count - VZ,Avg Ookla Download (Mbps) - VZ,Min Ookla Download (Mbps) - VZ,Max Ookla Download (Mbps) - VZ,Avg Ookla Upload (Mbps) - VZ,Min Ookla Upload (Mbps) - VZ,Max Ookla Upload (Mbps) - VZ,Avg Ookla Latency (ms) - VZ,Min Ookla Latency (ms) - VZ,Max Ookla Latency (ms) - VZ,Hexbins - AT&T,Sample Count - AT&T,Avg Ookla Download (Mbps) - AT&T,Min Ookla Download (Mbps) - AT&T,Max Ookla Download (Mbps) - AT&T,Avg Ookla Upload (Mbps) - AT&T,Min Ookla Upload (Mbps) - AT&T,Max Ookla Upload (Mbps) - AT&T,Avg Ookla Latency (ms) - AT&T,Min Ookla Latency (ms) - AT&T,Max Ookla Latency (ms) - AT&T
518,ILWHEE01,230 Sumac Rd,Wheeling,IL,60090,42.119408,-87.900938,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,CH83107A,< 0.25 Mile,0.1,13,Yes,Yes,Yes,Nearby,13,705.6,29.4,1415.4,59.4,7.5,103.8,16,12,29,Nearby,23,939.5,0.0,1395.7,79.7,22.0,153.6,22,17,33,Nearby,7,196.8,73.5,556.0,8.4,1.8,21.7,23,17,26
890,ILMELR01,4612 W. Lake St,Melrose Park,IL,60160,41.897368,-87.888121,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,CH11276A,< 0.25 Mile,0.1,237,Yes,Yes,Yes,PF26624873,1,952.5,952.5,952.5,97.3,97.3,97.3,13,13,13,PF26624873,3,728.2,86.9,1500.2,83.0,57.1,100.1,22,19,27,PF26624873,7,513.1,27.3,1058.9,63.9,22.9,106.8,20,12,26
506,ILANTI01,22333 W. Hwy 173,Antioch,IL,60002,42.465692,-88.069083,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,CH16501C,< 0.25 Mile,0.1,235,Yes,Yes,Yes,Nearby,45,852.3,134.4,1268.9,42.5,4.2,105.3,14,10,25,Nearby,2,154.9,37.0,272.9,1.1,1.0,1.1,33,24,42,Nearby,50,174.5,23.2,333.7,60.6,14.9,100.8,38,21,79
581,CACHIC01,2569 Scott Ave,Chico,CA,95928,39.713433,-121.809938,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,SC06898A,< 0.25 Mile,0.1,61,Yes,Yes,Yes,Nearby,22,650.1,0.2,1241.2,43.2,0.2,108.3,25,12,57,Nearby,28,181.1,0.4,439.1,33.9,0.0,84.3,25,13,53,Nearby,11,46.1,3.1,90.6,22.3,0.4,47.8,26,21,36
262,AZPHOE18,14601 South 50th St,Phoenix,AZ,85044,33.314677,-111.974663,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,PH40172A,< 0.25 Mile,0.1,201,Yes,Yes,Yes,PC27116526,1,715.3,715.3,715.3,34.3,34.3,34.3,14,14,14,Nearby,92,438.8,5.8,1057.1,27.0,0.0,103.8,33,9,600,PC27116526,1,344.9,344.9,344.9,9.8,9.8,9.8,22,22,22
1181,MDJESS01,8077 Brock Bridge Rd,Jessup,MD,20794,39.127099,-76.787929,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,7BAS129C,< 0.25 Mile,0.1,263,Yes,Yes,Yes,Nearby,10,336.3,0.1,664.3,21.4,0.0,99.0,28,12,61,Nearby,234,885.3,1.4,2000.1,63.9,0.3,109.9,21,9,141,Nearby,7,163.7,21.0,302.9,8.7,0.4,29.7,30,23,33
1221,PABROO01,895 Sussex Blvd,Broomall,PA,19008,39.957426,-75.338384,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,1DE6282A,< 0.25 Mile,0.1,189,Yes,Yes,Yes,PF35470145,1,608.6,608.6,608.6,39.1,39.1,39.1,19,19,19,Nearby,11,196.0,7.9,629.0,12.9,0.7,44.2,30,16,54,PF35470145,7,368.4,91.5,903.2,60.4,17.7,105.1,25,16,53
445,CAORAN01,2050 N Glassell,Orange,CA,92865,33.821571,-117.853949,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,LA02881D,< 0.25 Mile,0.1,295,Yes,Yes,Yes,RU03001006,8,777.0,427.4,1171.3,59.9,23.1,86.3,19,10,35,RU03001006,3,779.7,549.6,914.8,37.6,12.6,53.4,30,26,32,RU03001006,2,187.0,90.5,283.5,16.2,11.1,21.3,19,18,19
332,ALMTVE01,17045 Highway 43,Mt Vernon,AL,36560,31.046768,-88.026158,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,,No,9EA0685A,< 0.25 Mile,0.1,178,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,FLR2I02,7095 Barbour Road,Riviera Beach,FL,33407,26.780372,-80.111447,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,6WP1011F,< 0.25 Mile,0.1,167,Yes,Yes,Yes,PB80166541,1,1397.0,1397.0,1397.0,100.8,100.8,100.8,16,16,16,Nearby,22,459.4,0.6,1020.8,31.3,0.0,124.4,29,17,130,Nearby,36,234.5,3.2,556.8,10.5,0.0,61.4,27,14,46
1164,FLLANT01,790 Hillbrath Dr,Lantana,FL,33462,26.593682,-80.057146,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,6WP1023D,< 0.25 Mile,0.1,151,Yes,Yes,Yes,PB80081385,6,449.3,105.1,996.4,33.1,5.8,79.7,24,17,32,Nearby,32,279.4,10.8,1049.5,11.6,0.2,81.5,33,16,62,Nearby,38,141.6,0.2,858.3,9.2,0.0,63.5,62,18,522
1169,MNBAXT01,7968 Industrial Park Rd,Baxter,MN,56425,46.349932,-94.237954,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A1O0087A,< 0.25 Mile,0.1,293,Yes,Yes,Yes,Nearby,12,207.4,0.2,536.8,16.9,0.2,62.3,23,18,35,Nearby,17,269.8,1.9,666.5,17.7,0.1,63.5,31,17,70,RX31613800,22,200.8,29.3,380.5,54.0,0.0,113.4,45,28,102
137,TXHOUS29,1200 Brittmoore Road,Houston,TX,77043,29.791434,-95.567945,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A3E0236A,< 0.25 Mile,0.1,56,Yes,Yes,Yes,Nearby,87,530.6,1.2,1311.4,50.1,0.0,209.3,17,3,119,Nearby,61,460.3,0.2,2468.6,39.2,0.2,528.3,30,10,100,Nearby,75,241.4,0.6,975.7,22.4,0.0,108.9,23,8,176
947,AZTUCS01,5200 W. Ina Rd,Tucson,AZ,85743,32.339478,-111.075013,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,PH50582A,< 0.25 Mile,0.1,123,Yes,Yes,Yes,PC23844378,1,1017.8,1017.8,1017.8,114.9,114.9,114.9,33,33,33,Nearby,9,342.3,2.0,621.1,13.6,0.2,33.8,30,18,45,Nearby,11,20.2,0.2,75.3,4.7,0.5,14.4,59,19,78
149,WASEAT08,12101 Tukwila International Blvd,Seattle,WA,98168,47.494167,-122.294563,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SE03545A,< 0.25 Mile,0.1,151,Yes,Yes,Yes,RU85005838,6,319.9,2.6,1019.2,62.7,0.4,114.5,51,10,136,RU85005838,2,450.4,25.2,875.5,18.5,9.6,27.4,26,17,35,Nearby,677,121.1,0.0,1059.4,19.5,0.0,314.3,44,5,636
425,INPORT01,2000 Dombey Rd,Portage,IN,46368,41.591859,-87.212789,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,CH18472A,< 0.25 Mile,0.1,360,Yes,Yes,Yes,Nearby,16,293.9,0.4,526.4,15.1,0.4,54.2,26,14,64,PF18825707,1,1.0,1.0,1.0,0.7,0.7,0.7,42,42,42,Nearby,13,367.7,80.1,627.2,29.4,3.9,70.4,61,12,257
1097,DCWASH06,701 Pennsylvania Ave NW,Washington,DC,20004,38.894109,-77.022937,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,7WDC051A,< 0.25 Mile,0.1,333,Yes,Yes,Yes,PF32388351,61,497.0,2.0,1791.2,44.7,0.0,149.7,22,7,83,PF32388351,33,391.5,3.9,1672.9,43.5,1.5,143.4,32,12,179,PF32388351,19,113.3,2.7,463.9,38.6,0.2,87.0,31,18,67
128,UTOREM01,1177 South 1580 West,Orem,UT,84058,40.275583,-111.732938,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SL01229A,< 0.25 Mile,0.1,337,Yes,Yes,Yes,Nearby,29,461.4,15.5,1146.8,35.2,2.6,100.7,29,10,93,RU37547330,1,501.3,501.3,501.3,17.4,17.4,17.4,13,13,13,RU37547330,2,194.1,161.6,226.6,20.0,13.0,26.9,56,52,60
962,inhoba01,540 N 625 W,Hobart,IN,46342,41.513645,-87.185862,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,CH88231A,< 0.25 Mile,0.1,339,Yes,Yes,Yes,Nearby,1,735.4,735.4,735.4,65.3,65.3,65.3,17,17,17,Nearby,1,416.9,416.9,416.9,27.1,27.1,27.1,21,21,21,Nearby,1,495.4,495.4,495.4,12.7,12.7,12.7,10,10,10
498,GAFAYE01,221 First Manassas,Fayetteville,GA,30214,33.431985,-84.48063,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,9AT1326A,< 0.25 Mile,0.1,324,Yes,Yes,Yes,Nearby,4,672.9,107.4,1198.6,16.1,2.1,43.1,17,11,21,Nearby,5,460.7,371.4,700.4,15.2,1.3,36.0,21,16,27,Nearby,3,67.8,29.3,88.7,17.8,15.5,21.7,29,16,44
447,ORALOH01,20525 SW Blanton St,Beaverton,OR,97007,45.492559,-122.888272,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,PO01327A,< 0.25 Mile,0.1,268,Yes,Yes,Yes,Nearby,75,334.5,1.1,1284.1,25.2,0.0,117.6,28,8,270,Nearby,22,56.2,1.1,338.4,17.3,0.0,201.3,29,14,88,Nearby,55,339.9,37.3,1045.5,16.0,2.0,64.6,30,10,194
101,NMRIOR05,1132 33rd Street,Rio Rancho,NM,87144,35.277181,-106.670892,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,NM01122A,< 0.25 Mile,0.1,170,Yes,Yes,Yes,Nearby,2,500.6,58.9,942.3,46.6,1.8,91.5,11,10,12,Nearby,1,21.7,21.7,21.7,9.9,9.9,9.9,58,58,58,Nearby,1,66.3,66.3,66.3,22.0,22.0,22.0,26,26,26
928,TXFORT04,5012 Martin Luther King Fwy,Fort Worth,TX,76119,32.692582,-97.248213,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Low,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,DA07468M,< 0.25 Mile,0.1,63,Yes,Yes,Yes,Nearby,19,273.7,0.1,612.9,52.6,0.1,134.3,16,11,25,PC46242124,1,713.9,713.9,713.9,69.4,69.4,69.4,18,18,18,Nearby,16,441.4,45.3,749.0,44.2,2.1,106.3,29,14,47
900,ILMELR02,4700 W. Lake St,Melrose Park,IL,60160,41.898416,-87.890057,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,CH11276A,< 0.25 Mile,0.1,154,Yes,Yes,Yes,Nearby,21,328.2,18.1,952.5,27.9,0.5,97.3,20,9,70,Nearby,26,456.2,24.9,1500.2,51.7,0.9,118.5,25,13,58,PF26624877,1,382.9,382.9,382.9,74.5,74.5,74.5,40,40,40
471,SCHART01,2120 Silo Road,Hartsville,SC,29550,34.4105,-80.157,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,Outdoor,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,8FL0507A,< 0.25 Mile,0.1,319,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,WIMILW07,2020 W Morgan,Milwaukee,WI,53221,42.982095,-87.939892,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,ML90097A,< 0.25 Mile,0.1,216,Yes,Yes,Yes,PF50278126,2,773.2,586.6,959.8,73.5,40.5,106.5,12,10,14,Nearby,53,311.8,5.6,3864.8,20.5,0.0,186.7,27,8,122,PF50278126,3,933.3,863.1,997.8,60.9,51.9,77.5,38,24,45
1172,PANORT03,799 Smith Lane,Northampton,PA,18067,40.690376,-75.484858,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,1NH4456A,< 0.25 Mile,0.1,274,Yes,Yes,Yes,Nearby,19,422.1,0.1,1312.3,27.7,0.1,94.7,22,11,41,Nearby,5,14.4,0.7,51.5,5.9,1.6,11.2,41,25,66,Nearby,8,194.0,21.5,396.1,6.8,1.7,24.3,42,24,71
1028,WAWOOD01,6211 234th ST,Woodinville,WA,98072,47.785568,-122.149327,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SE02543D,< 0.25 Mile,0.1,143,Yes,Yes,Yes,Nearby,19,540.4,27.8,1206.2,25.3,0.5,116.8,20,12,35,Nearby,45,344.8,12.4,1353.0,32.7,0.1,114.6,25,12,47,Nearby,14,245.6,6.8,498.9,9.2,0.2,31.7,27,17,47
1253,TXHOUS25,9590 Clay Road,Houston,TX,77080,29.834354,-95.527961,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A3E0391A,< 0.25 Mile,0.1,175,Yes,Yes,Yes,Nearby,36,528.4,2.1,1181.5,35.0,0.1,100.5,21,10,112,PC35047288,1,29.1,29.1,29.1,20.1,20.1,20.1,29,29,29,PC35047288,1,80.4,80.4,80.4,14.0,14.0,14.0,36,36,36
1241,CASUNV04,9227 Tujunga Ave,Sun Valley,CA,91352,34.234013,-118.381242,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SV90069A,< 0.25 Mile,0.1,135,Yes,Yes,Yes,Nearby,38,409.8,1.5,1045.4,20.0,0.0,66.7,24,9,171,Nearby,46,326.2,0.8,1021.6,20.5,0.1,79.7,40,12,745,Nearby,11,180.2,40.4,345.4,14.7,0.8,57.4,26,19,36
118,CASUNV02,11616 Sheldon St,Sun Valley,CA,91352,34.245265,-118.385026,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SV00958A,< 0.25 Mile,0.1,52,Yes,Yes,Yes,RU03106181,1,1115.8,1115.8,1115.8,93.7,93.7,93.7,22,22,22,RU03106181,3,346.6,14.4,614.0,54.8,15.8,77.7,21,20,23,Nearby,43,379.7,34.4,719.9,60.6,0.3,113.6,22,16,45
435,GAMABL01,2015 Riverview Industrial Dr,Mableton,GA,30090,33.813906,-84.495916,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,9AT4622A,< 0.25 Mile,0.1,289,Yes,Yes,Yes,Nearby,14,484.0,6.2,1145.1,39.1,0.2,138.7,18,9,36,Nearby,7,184.4,1.3,488.3,24.6,0.6,107.7,22,17,27,Nearby,4,172.4,28.1,559.7,19.5,5.3,45.7,24,13,39
315,CAIRVI02,16122 Construction Cir,Irvine,CA,92606,33.695658,-117.818643,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,LA02485A,< 0.25 Mile,0.1,280,Yes,Yes,Yes,PC22885615,3,17.7,8.3,35.5,1.4,0.5,3.1,38,35,41,PC22885615,8,366.7,95.6,614.9,5.8,1.5,14.8,29,16,39,PC22885615,1,244.2,244.2,244.2,1.9,1.9,1.9,23,23,23
246,CODENV08,1425 Champa St,Denver,CO,80202,39.745174,-104.996188,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,DN01061A,< 0.25 Mile,0.1,44,Yes,Yes,Yes,RU60630216,45,185.0,1.4,1017.1,18.4,0.0,80.8,21,10,70,RU60630216,43,588.9,0.0,3638.0,85.9,0.8,852.2,25,4,49,RU60630216,38,89.5,1.3,401.8,19.0,0.0,71.3,49,13,88
1203,CAREDD01,8592 Commercial Way,Redding,CA,96002,40.535757,-122.345862,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,SC06663A,< 0.25 Mile,0.2,303,Yes,Yes,Yes,Nearby,55,687.2,9.7,1455.4,42.3,0.0,105.6,24,14,122,Nearby,125,158.5,0.2,681.3,12.8,0.4,50.5,36,15,75,RU41163362,4,570.7,97.8,889.6,87.6,56.5,102.8,27,18,45
237,WAWOOD03,14020 North East 190th St,Woodinville,WA,98072,47.76594,-122.151602,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SE02129E,< 0.25 Mile,0.2,159,Yes,Yes,Yes,Nearby,57,344.6,0.1,817.6,29.9,0.0,146.7,30,10,239,Nearby,36,205.1,23.8,1351.4,25.6,0.3,74.8,31,12,206,Nearby,17,253.6,0.0,733.8,13.5,0.1,79.6,41,19,85
600,WIEAUC01,2626 Mondovi Road,Eau Claire,WI,54701,44.791434,-91.52324,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,A1N0951J,< 0.25 Mile,0.2,72,Yes,Yes,Yes,PF52452808,1,416.9,416.9,416.9,30.6,30.6,30.6,31,31,31,PF52452808,1,10.7,10.7,10.7,16.6,16.6,16.6,31,31,31,Nearby,149,342.2,1.3,698.5,44.0,0.0,110.5,64,27,232
1096,ORPORT02,701 N. Hunt St,Portland,OR,97217,45.586166,-122.673331,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Low,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,PO01368B,< 0.25 Mile,0.2,262,Yes,Yes,Yes,Nearby,36,513.8,29.6,980.7,36.1,0.8,118.4,22,9,55,Nearby,34,325.5,22.7,811.5,20.1,0.0,84.4,20,11,38,Nearby,12,428.0,14.6,1047.1,26.7,0.4,92.1,33,14,109
16,NYWEST04,100 Ransier Dr,Seneca,NY,14224,42.844174,-78.747582,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,3ERB439B,< 0.25 Mile,0.2,52,Yes,Yes,Yes,Nearby,5,348.1,0.1,1048.2,13.6,0.0,61.3,101,38,181,Nearby,15,579.1,21.1,961.1,66.6,6.5,479.1,24,6,86,Nearby,1,323.9,323.9,323.9,4.3,4.3,4.3,42,42,42
628,VAFAIR02,2801 Dorr Ave,Fairfax,VA,22031,38.878059,-77.233455,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,7WAC251A,< 0.25 Mile,0.2,230,Yes,Yes,Yes,PF32460766,2,445.2,343.2,547.3,57.1,17.8,96.3,18,15,20,PF32460766,2,1652.1,50.6,3253.6,54.0,3.1,104.8,49,11,86,Nearby,116,168.5,3.6,947.2,22.4,0.1,112.7,32,11,539
1230,FLMEDL05,9060 NW 82 Ave,Medley,FL,33166,25.855972,-80.331123,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,6MD1253A,< 0.25 Mile,0.2,4,Yes,Yes,Yes,PB56636085,1,466.6,466.6,466.6,5.8,5.8,5.8,37,37,37,Nearby,43,212.1,0.8,1100.7,9.6,0.0,63.8,51,13,721,Nearby,39,226.5,2.5,654.9,22.3,1.3,68.0,29,15,51
